split,audio_path,syllabary,target
train,training_data/processed/sentence_audio/Sentence_for_entry_0148.wav,ᏝᏍᎪ ᏱᎪᏩᏘ,lhahsko yhikowhahthi
train,training_data/processed/sentence_audio/Sentence_for_entry_0202_01.wav,ᏒᎯ ᏑᎾᎴ ᏧᏂᎩᏒᎢ,svhi hsunale tsunhikihsv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1141.wav,ᏝᏬᏚ ᎤᏅᎵᏰᎥ ᎠᏅᏫᏍᎬ ᎧᎾᏥᏍᏕᏥ ᎤᏩᏨᏴᎢ,lhawothu unvliye'v anhvwihskv khantsihstetsi uwatsvyhv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1274.wav,Ᏼ ᏂᏨᎦ ᎧᎾᎸᎢᏍᏗ,yv nitsvka khanalv'ihsti
train,training_data/processed/sentence_audio/Sentence_for_entry_0939.wav,Ꮭ ᎩᎶ ᏱᏥᏂᏆᏘᎰᎢ,lha khilo yitsinikwathiho'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0146.wav,ᏥᏍᏚ ᎬᏩᏒᏁᎸ ᎪᏍᏓᎩᏍᏗ,tsihstu kvwahsvnhelv kohstakihst
train,training_data/processed/sentence_audio/Sentence_for_entry_0937.wav,ᎦᏂᏓᏛ ᎤᏂᏱᏗ ᎠᏁᎵᏗᎭ ᎩᏟ,kanitatv uniyhti anelhtiha kilhi
train,training_data/processed/sentence_audio/Sentence_for_entry_0604.wav,ᏞᏍᏗ ᎩᎶ ᎦᎶᏇ ᎬᏗ ᏱᏘᏯᎵᏐᏍᏗᏍᎨᏍᏗ,lhehsti khilo kalokwe kvhti yithiyalihsohstihskehsti
train,training_data/processed/sentence_audio/Sentence_for_entry_1321.wav,ᎤᏴᏍᏗ ᎦᏅᏍᎦ ᎤᏤᎵ ᎨᎻᎵ,uyvhsti kanvhska utseli khemili
train,training_data/processed/sentence_audio/Sentence_for_entry_1611.wav,Ꮎ ᎠᏍᎦᏯ ᏂᎪᎯᎸ ᎤᎿᎸᏐᎢ,na ahskaya nikohilv unhalvhso'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0264.wav,ᎠᎧᏁᏍᏗ ᎠᏥᏁᎸ ᏗᏓᏂᏱᏍᎩ,akhanehsti atsinelv titaniyihski
train,training_data/processed/sentence_audio/Sentence_for_entry_1724.wav,ᏓᎭᏍ ᎦᏚ ᎤᏂᏍᏓᎦᏴᎯᏓ,tahahs katu unihstakayvhita
train,training_data/processed/sentence_audio/Sentence_for_entry_1519.wav,ᎦᏙ ᎤᏍᏗ ᏥᎩ ᎤᏓᏂᎳᎨᎢ,kato uhsti tsiki utanhilake'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0477.wav,ᎧᏰᏉᏂ ᏅᎩᏁ ᏗᏔᏍᎩᏍᏗ ᏓᏂᏔᏍᎩᏍᏗᏍᎪᎢ,khayekwoni nvhkine tithahskihsti tanhthahskihstihsko'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0634.wav,ᎠᎺᏉ ᏓᎩᏐᏨ ᎠᏂᏲᏍᎩ ᏥᏥᏯᎥᎢ,amekwo takihsohtsv aniyohski tsitsiya'v'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1376.wav,ᏄᏟᏍᏛ ᏤᏒ ᎯᏲᏎᎸᎢ,nulhihstv tsehsv hiyohselv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0407.wav,ᎠᏧᏣ ᏦᎳᏂ ᎤᏲᏍᏔᎾ ᎤᏙᏓ ᎤᏍᎦᏨᎢ,atshutsa tsolani uyohsthana utota uhskatsv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0522.wav,ᎫᎫ ᎤᏲᏨ ᎤᏬᎰᏌ,kuku uyotsv uwohohsa
train,training_data/processed/sentence_audio/Sentence_for_entry_1061.wav,ᎦᏙ ᎤᏍᏗ ᎯᏰᏌᏛ ᎲᏗᏍᎪ ᏱᏦᏣᏁᏌ,kato uhsti hiyehsa'tv hvhtihsko yitsotsanehsa
train,training_data/processed/sentence_audio/Sentence_for_entry_1710.wav,ᎤᏁᏍᏓᎳ ᎤᏯᎷᎦ ᏗᎦᏚᎲᎢ,unehstala uyhaluka tikatuhv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1345.wav,ᎤᏗᏍᎦᏝ ᎡᎵᏍᎬ ᎠᏎᏃ ᎬᏂᎨᏒ ᏓᎦᏙᎬᎢ,utihskalha elihskv ahsenho khvnikehsv takatokv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0861.wav,ᎢᏤ ᎬᏔᏅᏙᏗ ᏗᎦᎳᏗᏍᏙᏗ ᎤᏩᏒᎢ,itse khthanvtohti tikalatihstohti uwhahsv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0165.wav,ᎢᎦᏓ ᎢᎾᏓ Ꮭ ᎠᎯᏓ ᏱᎩ ᏗᎪᏩᏛᏗ,ikata inata lha ahita yiki tikowahthvhti
train,training_data/processed/sentence_audio/Sentence_for_entry_1270.wav,ᎧᎹᎹ ᎠᏁᏯᏔᎯ ᏚᏂᏲᎭ,khamama aneyhahthahi tuniyhoha
train,training_data/processed/sentence_audio/Sentence_for_entry_0082.wav,ᏅᏃᎯ ᏕᏥᎾᏗᏫᏍᎬ ᎠᎴ ᏓᏆᎴᎳ ᎾᏆᏗᏅᏔᏅᎢ,nvnohi tetsinatiwhskv hale takwalela nakwatinvthanv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1215.wav,ᏥᏳ ᎠᏝᏫᏗᏍᎩ ᏥᎪᏩᏘᎭ,tsiyu alhawitihski tsikowahthiha
train,training_data/processed/sentence_audio/Sentence_for_entry_0493.wav,ᎦᎪ ᎤᏙᎵᏍᏔᏁᎢ Ꮎ ᏓᏆᎴᎳ,kako utholhsthane' na takwalela
train,training_data/processed/sentence_audio/Sentence_for_entry_1160.wav,ᎯᎳ ᎢᎦ ᏕᏣᏚᎵᎭ,hila ika tetsatuliha
train,training_data/processed/sentence_audio/Sentence_for_entry_0829.wav,ᎧᎵᏎᏥ ᎦᎵᏙᏗ ᎡᏍᎬᏏ,khalhsetsi kalhtohti ehskhvhsi
train,training_data/processed/sentence_audio/Sentence_for_entry_0470.wav,ᏔᎵ ᎢᏳᏔᏬᏍᏔᏅ ᎢᎪᎯᏓ ᎤᏔᏬᏍᏔᏅᎢ,tha'li iyuthawohsthanv ikohita uthawohsthanv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1387.wav,ᏅᎩ ᎢᏳᏟᎶᏓ ᎠᏓᎾᏫᏍᏗᏍᎪ ᏂᏚᎩᏨᏂᏒᎢ,nvhki yulhilota atanawhstihsko nitukitsvnhihsv'i
train,training_data/processed/sentence_audio/Sentence_for_entry_0138.wav,Ꮎ ᎠᎨᏯ ᏂᎪᎯᎸ ᏥᎳᎵ ᎠᎩᏍᏙᏍᎪᎢ,na akeyha nikohilv tsilali akihstohsko'i
train,training_data/processed/sentence_audio/Sentence_for_entry_1216.wav,ᎦᏙ ᎤᏍᏗ ᎠᏍᎦᏯ ᏥᏳ ᏗᏝᏫᏘᏗᏍᎩ,kato uhsti ahskaya tsiyu tilhawithtihski
train,training_data/processed/sentence_audio/Sentence_for_entry_0139.wav,ᏍᎪᎯ ᎢᏯᏂᎢ ᏥᏔᎦ ᎠᏂᎩᏏ ᏕᏥᎪᏩᏘᎭ ᏌᏊᏃ ᎠᏨᏯ,skohi iyani tsithaka anikihsi tetsikowhthiha hsakwunho atshvya
train,training_data/processed/sentence_audio/Sentence_for_entry_0116.wav,ᎤᏍᎪᏍᏗ ᎠᎦᎵᏍᎪ ᏅᏓ ᎢᏳᏃ ᎧᎵ ᏅᏓ ᏱᎩ,uhskohsti akalihsko nvta iyunho khali nvta yiki
train,training_data/processed/sentence_audio/Sentence_for_entry_1076_01.wav,ᏐᏈᎵ ᎤᎾᏚᏓᎸᏗ ᎤᏭᏓᎸᏅ ᏐᏈᎵ ᎤᏤᎵᎠ,sokwili unatutalvti uwutalvnv hsokwili utseli'a
train,training_data/processed/sentence_audio/Sentence_for_entry_1022.wav,ᎩᏟ ᎤᏲᏏᎭ ᎯᏰᎶᎦ,kilhi uyohsiha hiyeloka
train,training_data/processed/sentence_audio/Sentence_for_entry_0975.wav,ᎣᏓᎸ ᎠᏂᎴᎩ ᏗᎦᏅᎯᏓ ᏍᏕᏱᏓ ᏓᏂᏁᎰᎢ,otalv anileki tikanvhita hsteyita taninheho'i
test,training_data/processed/sentence_audio/Sentence_for_entry_1404.wav,Ꮎ ᎣᏝ ᎠᎬᏍᏉᏍᏙᏗ ᎡᏍᎬᏏ,na olha akvhskwohstohti ehskhvhsi
test,training_data/processed/sentence_audio/Sentence_for_entry_0231.wav,ᎯᏍᎦᎰᎢᏍ ᎠᏴᏓᏆᎶᏍᎩ,hihskaho'ihs ayhvtakwalohski
test,training_data/processed/sentence_audio/Sentence_for_entry_1118.wav,Ꮭ ᏳᏅᏔ ᎢᎦ ᎤᏮᏘᏗ ᏥᏃᏍᎦ,lha yunhtha ika uwvthti tshinohska
test,training_data/processed/sentence_audio/Sentence_for_entry_0503.wav,ᏍᏓᏯ ᏱᎦᏬᏂᏌ ᎩᎳ ᎠᏛᎩᏍᎪᎢ,staya yikawonihsa khila athvkihsko'i
test,training_data/processed/sentence_audio/Sentence_for_entry_1074.wav,ᎤᏒ ᏥᎨᏒ ᎤᏔᎾ ᎠᏉᏔᏅᎢ,uhsv tsikehsv uthana akwothanv'i
test,training_data/processed/sentence_audio/Sentence_for_entry_0958_01.wav,Ꮎ ᏥᏳ ᎦᏃᏴᎦ,na tsiyu kanoyvka
test,training_data/processed/sentence_audio/Sentence_for_entry_0129.wav,ᎦᎪ ᎥᏍᎩᎾ ᎠᎨᏯ,kako vhskina akeyha
test,training_data/processed/sentence_audio/Sentence_for_entry_1219.wav,ᏦᎢ ᏧᏒᎯᏓ ᏫᏓᎨᏙᎵ ᏅᏓᎩ,tso'i tsuhsvhita witaketoli nvtaki
test,training_data/processed/sentence_audio/Sentence_for_entry_1841.wav,ᏤᏙᎸᎢᏍ ᏩᏒᏓᏃᎢ,tsetolv'ihs wahsvtano'i
test,training_data/processed/sentence_audio/Sentence_for_entry_1399.wav,ᏙᏓᎸ ᎦᎸᎳᏗ ᎠᏁᎰ ᎠᏬᎭᎵ,totalv kalvla'ti aneho awoha'li
test,training_data/processed/sentence_audio/Sentence_for_entry_1287.wav,ᎦᎪ ᎤᏁᏌᏝᏁ ᎠᎹᏢᏗᎢ,kako unhehsalhane amalhti'i
test,training_data/processed/sentence_audio/Sentence_for_entry_0306.wav,ᏧᏙᏓᏋᏓ ᎠᎾᎵᏏᎾᎲᏍᏗᏍᎪ ᎠᎾᎳᏍᎦᎵᏍᎩ,tsutotakwvta analhsinahvhstihsko analahskalihski
test,training_data/processed/sentence_audio/Sentence_for_entry_0221_01.wav,ᏩᎦ ᎤᏲᎾ ᎬᏗ ᎠᏯᏂᎭ ᎩᏟ,wahka uyhona kvhti ayhaniha kilhi
test,training_data/processed/sentence_audio/Sentence_for_entry_1564.wav,ᎤᏙᏓᏆᏓ ᎦᏃᎭᎵᏙᎰ ᏳᏃᎭᎴᎾ,utotakwata kanohalitoho yunohalena
test,training_data/processed/sentence_audio/Sentence_for_entry_0184.wav,ᏦᎢ ᎢᏯᏂ ᏧᏪᏥ ᎠᏂᏧᏣ ᎠᎾᎵᏣᏙᎲᏍᎩ ᏄᎾᎵᏍᏔᏅᎢ,tso'i iyani tsuwetsi anitshutsa analhtsatohvhski nunalhsthanv'i
test,training_data/processed/sentence_audio/Sentence_for_entry_1004.wav,ᎠᏓᏴᏍᏕᏍᏗᏍᎩ ᎠᏗᏔᏍᏗ ᎤᏂᏅᏍᏙ ᎦᏘᏲᎢ,atayhvhstehstihski atithahsti uninvhsto kathiyo'i
test,training_data/processed/sentence_audio/Sentence_for_entry_1034.wav,ᎩᎦᎨ ᎤᎵᏑᏫᏓ ᏩᎩᎸᏉᏛᎢ,kikake ulhsuwhita wakilvkwhtv'i
test,training_data/processed/sentence_audio/Sentence_for_entry_0278.wav,ᎠᎦᏐᏍᎬ ᏭᏩᏌᏙᏴ ᏓᏆᎴᎳ,akhsohskv wuwahsatoyhv takwalela
test,training_data/processed/sentence_audio/Sentence_for_entry_1745.wav,ᎤᏒᏕᎾ ᎤᏤᎵ ᎦᏅᎦᎵᎭ,uhsvtena utseli kanvkaliha
test,training_data/processed/sentence_audio/Sentence_for_entry_0737.wav,ᏙᏱ ᏓᎦᎶᎯ,toyi takalohi
test,training_data/processed/sentence_audio/Sentence_for_entry_0820.wav,ᎦᎦᏪᏍᏗ ᎠᏆᏙᎸᎡᎸ ᏒᎯ ᏥᎨᏒᎢ,kakawehsti akwhtholv'elv hsvhi tsikehsv'i
test,training_data/processed/sentence_audio/Sentence_for_entry_1190.wav,ᏦᎢ ᎢᏯᎦᏴᎵ ᎢᏯᏂ ᏴᏫ ᎤᎾᏛᏓᏍᏔᏂᏢ ᎤᎬᏫᏳᎯ ᎦᏬᏂᏍᎬᎢ,tso'i iyakayvli iyani yvwi unahthvtahsthanilhv ukvwiyuhi kawonihskv'i
test,training_data/processed/sentence_audio/Sentence_for_entry_0879.wav,ᎦᎶᎯᏍᏗ ᏭᎦᏛᎴᏒᎢ,kalohihsti wukhthvlehsv'i
test,training_data/processed/sentence_audio/Sentence_for_entry_1192_01.wav,ᎯᎳ ᎢᏳᏓᎵ ᏕᎯᏫᏍᎪ ᏎᎷ,hila iyutali tehiwhihsko hselu
test,training_data/processed/sentence_audio/Sentence_for_entry_0525_02.wav,ᏗᏲᏟ ᏅᏯ ᏚᏭᏖᏒᎢ,tiyolhi nvya tuwuthehsv'i
test,training_data/processed/sentence_audio/Sentence_for_entry_1090.wav,ᏚᏂᏂᏗ ᎧᎸ ᎨᏐ ᏣᎾᏓᏟᏏᏍᎪᎢ ᎫᏐᎢ,tuninhti kha'lv kehso tsanatalhihsihsko'i kuhso'i
test,training_data/processed/sentence_audio/Sentence_for_entry_0494.wav,ᎯᎳ ᎢᎪᎯᏓ ᎤᏙᏟᏍᏗ ᎤᏚᎵ,hila ikohita utholhihsti utuli
test,training_data/processed/sentence_audio/Sentence_for_entry_1855.wav,ᏯᏂᏌ ᎤᎾᏘᏒᏂᏓ,yanhsa unatsvnhita
test,training_data/processed/sentence_audio/Sentence_for_entry_0529.wav,ᏧᎾᏍᏗ ᎠᏂᏧᏣ ᎠᎾᏟᎲ ᎤᏲᎢᏍᏔᏅᎢ,tsunhsti anitshutsa analhihv uyo'ihsthanv'i
test,training_data/processed/sentence_audio/Sentence_for_entry_0286.wav,ᎤᏬᏚᎯ ᎨᏐ ᎠᎦᏖᎾᏍᏗ ᎪᎨᏱ,uwotuhi kehso akhthenahsti kokeyi
test,training_data/processed/sentence_audio/Sentence_for_entry_0940.wav,ᎭᏢ ᎢᏴ ᏓᏥᏂᏝᏗ,halhv iyv tatsinilha'ti
test,training_data/processed/sentence_audio/Sentence_for_entry_0813.wav,ᎯᎳ ᎾᏂᎠ ᏴᏫ ᎠᏁᎭ ᏓᎵᏆ ᎦᏚᎲᎢ,hila nani'a yvwi aneha talikwa katuhv'i
test,training_data/processed/sentence_audio/Sentence_for_entry_1015.wav,ᎦᏰᏌᏛ ᎤᏩᏨᏴ ᎧᎾᏥᏍᏕᏥ,kayehsa'tv uwatsvyhv khantsihstetsi
test,training_data/processed/sentence_audio/Sentence_for_entry_1341.wav,ᎫᏩᏯ ᏥᏈᏍᏗ ᎦᎾᏕᎪ ᎪᎩ ᏱᏄᎵᏍᏔᎾ,khuwaya tskwihsti kanateko koki yinulhsthana
test,training_data/processed/sentence_audio/Sentence_for_entry_0424.wav,ᎠᎹᎵᏗ ᎦᏍᎪᏍᎦ,amalhti kahskohska
test,training_data/processed/sentence_audio/Sentence_for_entry_0635.wav,ᎤᏙᏓᏆᏓ ᏚᏪᏘᏅ ᎤᏗᏞᎩ ᏚᎸᏫᏍᏓᏁᎲᎢ,utotakwata tuwethinv utilhehki tulvwhihstanehv'i
test,training_data/processed/sentence_audio/Sentence_for_entry_1485.wav,ᏒᎯᏰᏱ ᎠᎦᎵᏍᎪ ᎦᏄᎸ,svhiyeyi akalhsko kanulv
test,training_data/processed/sentence_audio/Sentence_for_entry_1148.wav,ᎣᏓᎸ ᎡᎯ ᏢᏓᏥ ᎨᏠᎯ,otalv ehi lhvtatsi kelhohi
test,training_data/processed/sentence_audio/Sentence_for_entry_0134.wav,ᎠᏂᏣᎳᎩ ᏗᎨᏥᎢᎸᏍᏔᏅ ᎠᎩᏟᏱ ᎨᏎᎢ,anitsalaki tiketsi'ilvhsthanv akitlhiyi kehse'i
test,training_data/processed/sentence_audio/Sentence_for_entry_0824.wav,ᎦᎪ Ꮎ ᏌᎪᏂᎨ ᎤᎵᏍᏚᎵ ᏥᎩ ᎠᏍᎦᏯ,kako na hsahkhonike ulhstuli tsiki ahskaya
test,training_data/processed/sentence_audio/Sentence_for_entry_0637.wav,ᎤᏟᏍᏗ ᏚᏭᎪᏔᏅᎢ,ulhihsti tuwukhthanv'i
test,training_data/processed/sentence_audio/Sentence_for_entry_1840.wav,ᎯᏲᎵᎩᏍ ᎩᎶ ᏩᏒᏓᎾ ᏧᏙᎢᏓ,hiyolikihs khilo wahsvtana tsuto'ita
test,training_data/processed/sentence_audio/Sentence_for_entry_0114.wav,ᎦᏙᎯ ᏱᏚᎾᏁᎶᎿ ᏗᏂᏲᏟ ᎠᏂᎦᏓᎭ ᎾᎾᎵᏍᏗᏍᎪᎢ,katohi yitunanelonha tiniyolhi anikataha nanalhstihsko'i
test,training_data/processed/sentence_audio/Sentence_for_entry_1604.wav,ᏗᎦᎨᏓ ᏓᏌᎳᏗᏍᎬ ᎤᏟᏂᎩᏓ ᏄᎵᏍᏔᏅᎢ,tikaketa tahsalatihskv ulhinikita nulhsthanv'i
test,training_data/processed/sentence_audio/Sentence_for_entry_1588.wav,ᎤᎪᏗ ᎤᏅᏗ ᎦᎾᏕᎪᎢ,ukoti unvti kanateko'i
test,training_data/processed/sentence_audio/Sentence_for_entry_1735.wav,ᎤᏍᏉᏟ ᎠᏍᎪᎵᏰᎠ,uhskwolhi ahskoliye'a
test,training_data/processed/sentence_audio/Sentence_for_entry_0658.wav,ᏗᏓᏁᎸ ᏨᎤᏪᏅᏒ ᎪᎯ,titanelv tsuwenvhsv khohi
test,training_data/processed/sentence_audio/Sentence_for_entry_1130.wav,ᏞᏍᏗ ᎥᏍᎩ ᏱᎿᏛᏁᎮᏍᏗ,lhehsti vhski yinhatvnehehsti
test,training_data/processed/sentence_audio/Sentence_for_entry_1421.wav,ᏌᎪᏂᎨ ᎤᎵᏑᏫᏓ ᎤᎵᏍᏚᎳ,sahkhonike ulhsuwhita ulhstula
test,training_data/processed/sentence_audio/Sentence_for_entry_1310.wav,ᎧᏬᏄ ᎠᎹᏱ ᎤᏂᎸᏉᏗ,khawonu amayi unilvkwhti
test,training_data/processed/sentence_audio/Sentence_for_entry_0778.wav,ᎡᎵᏊᏍ ᏗᎦᏚᎲ ᏳᏫᏍᎩᎧᎲᎦ,elikwuhs tikatuhv yuwihskikhahvka
test,training_data/processed/sentence_audio/Sentence_for_entry_0946_02.wav,ᎯᎳᏴ ᏥᎨᏒ ᎠᏥᏂᏴᎮ,hilayv tsikehsv atsi'niyvhe
test,training_data/processed/sentence_audio/Sentence_for_entry_1859.wav,ᏱᏂᎦᎵᏍᏗᎭᏊ ᎩᎶ ᎯᏯᏑᏰᏍᏗ ᏣᏍᏕᎵᏍᎩ,yinikalhstihakwu khilo hiyahsuyehsti tsahstelihski
test,training_data/processed/sentence_audio/Sentence_for_entry_1509.wav,ᏥᏆᎴᏆᎵ ᏂᎦᏪᏍᎬ ᎦᏛᎩᏍᎪ ᏧᎵᏏᏅᏓ ᎠᏓᏁᎸ ᎾᎥᎢ,tskwalekwali nikawehskv kathvkihsko tsulhsinhvta atanelv na'v'i
test,training_data/processed/sentence_audio/Sentence_for_entry_1081.wav,ᎦᎪ ᎤᏭᎭᏝᏁᎢ ᎯᎠ ᎦᎶᎪᏗ,kako uwuhalhane'i hi'a kalokoti
test,training_data/processed/sentence_audio/Sentence_for_entry_1301.wav,ᏣᎸᏉᏗᏍ ᎧᎾᏍᏓᏥ ᎠᎦᏅ ᏣᏗᏔᏍᏗ,tsalvkwhtihs khanhstatsi akanv tsatithahsti
test,training_data/processed/sentence_audio/Sentence_for_entry_1246.wav,ᏧᏂᎵᏍᏓᎾᎵ ᏧᏑᏗ ᎤᎸᏉᏗ,tsunilihstanali tsuhsuhti ulvkwhti
test,training_data/processed/sentence_audio/Sentence_for_entry_0144.wav,ᎠᎪᎾᏍ ᏣᎶᏒᎯ,akonahs tsalohsvhi
test,training_data/processed/sentence_audio/Sentence_for_entry_1326.wav,ᎠᏥᏐᏅᎿ ᎩᎳᏊ ᎢᏴᏓ ᎤᎷᏨ ᎦᎾᎦᏘ,atsihsonvnha khilakwu iyvta uluhtsv kanakhthi
test,training_data/processed/sentence_audio/Sentence_for_entry_1410_02.wav,ᎣᏍᏓ ᎦᏬᏂ,ohsta kawoni
test,training_data/processed/sentence_audio/Sentence_for_entry_0533.wav,ᎤᏟᏂᎩᏓ ᎦᏃᎸᏍᎬ ᎤᏲᏍᏔᏃᏅ ᎤᏍᏗ ᎠᏓᏁᎸᎢ,ulhinikita kanolvhskv uyohsthanonhv uhsti atanelv'i
test,training_data/processed/sentence_audio/Sentence_for_entry_1377.wav,ᏄᎳ ᏓᎩᏂᎪᏂᏲᏥᏍ,nula takinikonhiyotsihs
test,training_data/processed/sentence_audio/Sentence_for_entry_0755.wav,ᎩᎶ ᏚᏍᏓᏃᏴᎬ ᎦᏛᎩᎠ,khilo tuhstanoyhvhkv kathvki'a
test,training_data/processed/sentence_audio/Sentence_for_entry_0324.wav,ᎢᎾᎵᎢᏓ ᎭᏰᎵᏍᏗ,inali'ita hayelhsti
test,training_data/processed/sentence_audio/Sentence_for_entry_0744.wav,ᏅᎩ ᎢᎳᏏᏗ ᎢᏗᎦᏅᎯᏓ ᏚᎷᎬᎢ,nvhki ilahsihti itikanvhita tulhkv'i
test,training_data/processed/sentence_audio/Sentence_for_entry_1717.wav,ᎤᏃᎸᏔᎾ ᎧᎸ ᎠᏓᎴᏂᏍᎬ ᎢᏤ ᎠᏕᏘᏱᏍᎬᎢ,unolvthana kha'lv atalenihskv itse atethiyihskv'i
test,training_data/processed/sentence_audio/Sentence_for_entry_1302.wav,ᎧᏄᎦᏟ ᎠᏆᏕᏍᏗ ᎠᏆᏚᎵᎭ,khanukalhi akwatehsti akwatuliha
test,training_data/processed/sentence_audio/Sentence_for_entry_0929.wav,ᎡᎳᏗᏊ ᏥᏅᎨᏍᏗ,elatikwu tsinvkehsti
test,training_data/processed/sentence_audio/Sentence_for_entry_1809.wav,ᎤᏲ ᎦᏅᏅ ᎤᏲᏤᎸ ᏔᎵ ᏗᎦᏆᏘ,uyo kanvnhv uyotshelv tha'li tikakwathi
test,training_data/processed/sentence_audio/Sentence_for_entry_1802.wav,ᎪᎱᏍᏗ ᎤᏰᎸᏗ ᏍᏓᏟᏃᎮᏗ ᎤᏚᎵᎭ,kohuhsti uyelhti hstalhinohehti utuliha
test,training_data/processed/sentence_audio/Sentence_for_entry_1760.wav,ᎦᎪ Ꮎ ᎤᏛᎯᏍᏗ,kako na uthvhihsti
test,training_data/processed/sentence_audio/Sentence_for_entry_0161.wav,ᎯᎠᎷᎦ Ꮎ ᏓᏆᎴᎳ,hi'aluka na takwalela
test,training_data/processed/sentence_audio/Sentence_for_entry_1598.wav,ᎤᎭᎸᎾ ᎤᏃᏴᎬ ᎦᏛᎩᎠ,uhalvna unoyhvhkv kathvki'a
test,training_data/processed/sentence_audio/Sentence_for_entry_0455.wav,ᏄᏓᎴ ᎩᎶ ᎤᏑᎶ ᎤᏑᎳᏅᎢ,nutale khilo uhsulo uhsulanv'i
test,training_data/processed/sentence_audio/Sentence_for_entry_1359.wav,ᎯᎦᏔᎭᏍ ᏁᏩᏓ ᏦᏢᏗ,hikhthahahs newata tsolhvhti
test,training_data/processed/sentence_audio/Sentence_for_entry_0141.wav,ᏓᏆᎴᎳ ᏚᏟᏆᏗᎾ ᎠᎪᎲᏍᎬ ᎤᏓᎴᏅᎲᎢ,takwalela tulhihkwatina akohvhskv utalenvhv'i
test,training_data/processed/sentence_audio/Sentence_for_entry_0383.wav,ᎢᏤ ᎠᏌᏃ ᎠᏆᏚᎵ,itse ahsano akwatuli
test,training_data/processed/sentence_audio/Sentence_for_entry_0736.wav,ᏙᏒᏓᎵ ᏂᎪᎯᎸ ᏚᏂᎸᏫᏍᏓᏁᎰᎢ,tohsvtali nikohilv tunilvwhihstaneho'i
test,training_data/processed/sentence_audio/Sentence_for_entry_1268.wav,ᎦᏙ ᎤᏍᏗ ᎧᎸ ᏣᏕᏘᏱᏍᎩ,kato uhsti kha'lv tsatethiyihski
test,training_data/processed/sentence_audio/Sentence_for_entry_1289.wav,ᎤᏁᏍᏓᏝᎲ ᏓᎦᎶᎯ ᏥᏍᏆ ᎠᏓ,unhehstalhahv takalohi tsihskwa a'ta
test,training_data/processed/sentence_audio/Sentence_for_entry_1708.wav,ᏂᎪᎯᎸ ᎤᏅᏗ ᎠᎩᎾᏗᏅᏗ ᎠᎩᏁᎰᎢ,nikohilv unvti akinatinvti akineho'i
test,training_data/processed/sentence_audio/Sentence_for_entry_1115.wav,ᎩᎶ ᏓᏯᎢ ᎲᏍᎦᎳᏓ ᎦᎶᏇ,khilo taya'i hvhskalata kalokwe
test,training_data/processed/sentence_audio/Sentence_for_entry_0158.wav,ᏪᏌ ᏳᎵᏍᏓᏴᏃᎿ ᎠᎬᏍᏉᏍᎪᎢ,wehsa yulhstayvnhonha akvhskwohsko'i
test,training_data/processed/sentence_audio/Sentence_for_entry_0776.wav,ᎩᎳᏊ ᏛᎠᏂᎷᏥ ᎨᎵᎠ,khilakwu tv'aniluhtsi keli'a
test,training_data/processed/sentence_audio/Sentence_for_entry_0250_02.wav,ᏥᏈᏍᏗ ᎠᏕᎳ ᏱᏚᎭ ᏓᏤᏫᏍᎪᏊ,tskwihsti atela yituha tatsewihskokwu
test,training_data/processed/sentence_audio/Sentence_for_entry_1086_01.wav,ᎤᏬᏰᏂ ᎬᏗ ᎤᏭᏢᏅ ᎤᏁᎸᏒᎢ,uwoyeni kvhti uwulhvnv unhelvhsv'i
test,training_data/processed/sentence_audio/Sentence_for_entry_0941.wav,ᎤᏥ ᎤᏤᎵ ᎢᏳᎵᏍᏔᏅ ᎦᏂᏝᏗᏍᏗ ᎤᏩᏯ,utsi utseli iyulhsthanv kanilhatihsti uwaya
test,training_data/processed/sentence_audio/Sentence_for_entry_1510_01.wav,ᏥᏈᏍᏗ ᎦᏬᏂᏍᎪ ᎣᏍᏓ ᏳᏓᏅᏔ,tskwihsti kawonihsko ohsta yutanhtha
test,training_data/processed/sentence_audio/Sentence_for_entry_1666.wav,ᏧᎳᏏᏕᏂ ᏚᎦᏌᏔ ᏚᎿᏬᏍᏛᎢ,tsulahsihteni tukhsatha tunhawohstv'i
test,training_data/processed/sentence_audio/Sentence_for_entry_0528.wav,ᎯᎳ ᎢᏴ ᏥᎨᏒ ᎤᏲᎱᏎᎢ,hila yv tsikehsv uyohuhse'i
test,training_data/processed/sentence_audio/Sentence_for_entry_0699.wav,ᏗᎧᏃᎩᏍᏗ ᏓᏅᏗᏍᎪ ᏱᏚᏂᏃᎩᏌ,tikhanokihsti tanhtihsko yituninhokihsa
